;Ragione socialeCaratteri latini;Codice ISO paese;Ultimo anno disp.;"Totale valore della produzione
migl USD"
366.;KOSE CORPORATION;JP;2023;2.116.877
367.;YONFER AGRICULTURAL TECHNOLOGY CO., LTD.;CN;2023;2.112.152
368.;SOLUTIA INC;US;2011;2.097.000
369.;VYNOVA BELGIUM;BE;2022;2.091.268
370.;YARA SLUISKIL B.V.;NL;2022;2.082.145
371.;CHEONJINRAKGEUMDAGU CHEMICAL (YUHAN PUBLIC CORPORATION );KR;2006;2.059.416
372.;BAYER S.A.;BR;2019;2.058.183
373.;ZHEJIANG XINAN CHEMICAL INDUSTRIAL GROUP CO.,LTD;CN;2023;2.057.657
374.;RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED;IN;2023;2.056.608
375.;DONGYUE GROUP LIMITED;KY;2023;2.054.787
376.;QINGDAO HAIWAN CHEMICAL CO., LTD.;CN;2021;2.045.015
377.;SAHARA INTERNATIONAL PETROCHEMICAL COMPANY( (SAUDI JOINT STOCK COMPANY);SA;2023;2.031.451
378.;SAUDI YANBU PETROCHEMICAL COMPANY;SA;2019;2.026.667
379.;AECI LIMITED;ZA;2023;2.024.711
380.;PUBLIC JOINT STOCK COMPANY ACRON;RU;2023;2.010.998
381.;CYTEC INDUSTRIES INC;US;2014;2.007.700
382.;TONGKUN GROUP ZHEJIANG HENGTENG DIFFERENTIAL FIBER CO., LTD.;CN;2022;2.007.368
383.;CHIBAKEMIKARUSEIZOYUGENSEKININJIGYOKUMIAI;JP;2022;1.985.316
384.;REVLON, INC.;US;2022;1.980.400
385.;REVLON CONSUMER PRODUCTS CORPORATION;US;2022;1.980.400
386.;CLARIANT PRODUKTE (DEUTSCHLAND) GMBH;DE;2022;1.977.459
387.;KRATON CORP;US;2021;1.970.129
388.;PAKSHOO INDUSTRIAL GROUP COMPANY PUBLIC JOINT STOCK;IR;2022;1.968.289
389.;HUBEI SANNING CHEMICAL CO., LTD.;CN;2022;1.966.551
390.;KIK CUSTOM PRODUCTS INC;CA;2022;1.964.000
391.;QUAKER CHEMICAL CORP;US;2023;1.953.313
392.;INNOSPEC INC.;US;2023;1.948.800
393.;NUFARM AUSTRALIA LIMITED;AU;2010;1.948.735
394.;CHANGCHUN TIANHONG COATING CO.,LTD;CN;2021;1.945.587
395.;JIANGSU SANMU CHEMICAL CO., LTD.;CN;2022;1.945.392
396.;KOREA PETRO CHEMICAL IND CO.,LTD.;KR;2023;1.938.865
397.;DONGWOO FINE CHEM CO.,LTD;KR;2022;1.930.410
398.;VALHI INC;US;2023;1.921.700
399.;STO SE & CO. KGAA;DE;2023;1.913.817
400.;YARA SUOMI OY;FI;2022;1.911.028
401.;JIANGSU HAILUN PETROCHEMICAL CO., LTD.;CN;2021;1.902.485
402.;YANGMEI CHEMICAL CO.,LTD;CN;2023;1.902.291
403.;ZHUANG XIN WAN FENG (SHANGHAI) CATALYST CO., LTD.;CN;2021;1.901.870
404.;SUMITOMO BAKELITE COMPANY LIMITED;JP;2023;1.901.025
405.;KERMANSHAH PETROCHEMICAL INDUSTRIES COMPANY PUBLIC JOINT STOCK;IR;2023;1.885.215
406.;L'OREAL DEUTSCHLAND GMBH;DE;2021;1.882.723
407.;QGC TRAIN 2 TOLLING NO.2 PTY LTD;AU;2023;1.882.402
408.;SOLENIS LLC;US;2022;1.874.000
409.;HANGZHOU OXYGEN PLANT GROUP CO.,LTD.;CN;2023;1.867.258
410.;YARA FRANCE;FR;2022;1.866.075
411.;TATA CHEMICALS LIMITED;IN;2023;1.855.257
412.;ENAEX S.A.;CL;2023;1.850.329
413.;CHINA BLUECHEMICAL LIMITED;CN;2023;1.830.946
414.;CHINA BLUECHEMICAL LTD.;CN;2023;1.830.946
415.;DAW SE;DE;2022;1.828.179
416.;LINTEC CORPORATION;JP;2023;1.826.916
417.;BP CHEMIE GMBH;DE;2000;1.823.895
418.;V MANE FILS;FR;2022;1.820.449
419.;FORMOSA INDUSTRIES (NINGBO) CO., LTD.;CN;2022;1.819.044
420.;ADISSEO FRANCE SAS;FR;2022;1.806.407
421.;SHEN MA INDUSTRY CO.LTD.;CN;2023;1.801.594
422.;ASCEND PERFORMANCE MATERIALS CONSUMER SOLUTIONS HOLDINGS LLC;US;2022;1.800.000
423.;HEXCEL CORP;US;2023;1.789.000
424.;UFLEX LTD;IN;2022;1.786.260
425.;NEIXIANG COUNTY ZHAODIAN DAWEI COAL POWDER FACTORY;CN;2018;1.780.065
426.;MOL PETROLKEMIA ZARTKORUEN MUKODO RESZVENYTARSASAG;HU;2022;1.776.858
427.;CNOOC ZHOUSHAN PETROCHEMICAL LTD.;CN;2022;1.775.082
428.;AIR LIQUIDE FRANCE INDUSTRIE;FR;2022;1.773.186
429.;TAEKWANG INDUSTRIAL CO.,LTD.;KR;2023;1.757.011
430.;SKSHU PAINT CO.,LTD.;CN;2023;1.753.888
431.;ANHUI HAOYUAN CHEMICAL GROUP CO., LTD.;CN;2022;1.753.063
432.;LORDEGAN CHEMICAL FERTILIZER AND UREA COMPANY PUBLIC JOINT STOCK;IR;2022;1.750.550
433.;ENGRO CORPORATION LIMITED;PK;2023;1.749.913
434.;CHENGZHI CO.,LTD.;CN;2023;1.736.560
435.;W. R. GRACE & CO.;US;2020;1.729.800
436.;USI CORPORATION;TW;2023;1.712.597
437.;SHANDONG HAIHUA GROUP CO.,LTD;CN;2021;1.709.690
438.;SICHUAN YAHUA INDUSTRIAL GROUP CO.,LTD.;CN;2023;1.698.295
439.;SKW STICKSTOFFWERKE PIESTERITZ GMBH;DE;2022;1.693.938
440.;DOW OLEFINVERBUND GMBH;DE;2022;1.691.217
441.;SOL SPA;IT;2023;1.690.176
442.;MILLENNIUM CHEMICALS INC.;US;2003;1.687.000
443.;NINGBO LG YONGXING CHEMICAL CO., LTD.;CN;2022;1.681.931
444.;DO-FLUORIDE NEW MATERIALS CO.,LTD.;CN;2023;1.674.995
445.;HETERO LABS LIMITED;IN;2022;1.674.756
446.;KRONOS WORLDWIDE, INC.;US;2023;1.666.500
447.;DALIAN FUJIA DAHUA PETROCHEMICAL CO., LTD.;CN;2020;1.656.963
448.;INNER MONGOLIA YUAN XING ENERGY COMPANY LIMITED;CN;2023;1.656.047
449.;LANXESS SOLUTIONS US INC.;US;2016;1.654.000
450.;XIANGLU PETROCHEMICALS (ZHANGZHOU) CO., LTD.;CN;2020;1.651.447
451.;WESTLAKE VINNOLIT GMBH & CO. KG;DE;2022;1.650.774
452.;CHONGQING HUAFON CHEMICAL CO., LTD.;CN;2022;1.648.589
453.;PRAYON;BE;2022;1.645.605
454.;SHANDONG HUALU-HENGSHENG GROUP CO., LTD.;CN;2014;1.641.337
455.;ZHONGYAN ANHUI HONGSIFANG CO., LTD.;CN;2022;1.635.461
456.;KHORASAN PETROCHEMICAL COMPANY PUBLIC JOINT STOCK;IR;2023;1.634.229
457.;ZUARI MAROC PHOSPHATES PRIVATE LIMITED;IN;2022;1.633.773
458.;CES ENERGY SOLUTIONS CORP.;CA;2023;1.631.854
459.;BASF SCHWARZHEIDE GMBH;DE;2022;1.628.996
460.;RHODIA OPERATIONS;FR;2022;1.618.652
461.;BP ZUHAI CHEMICAL CO., LTD.;CN;2021;1.615.001
462.;KAMA HOLDINGS LIMITED;IN;2023;1.613.670
463.;LYONDELL CHIMIE FRANCE;FR;2022;1.611.924
464.;GUANGDONG HONGDA HOLDINGS GROUP CO.,LTD.;CN;2023;1.611.343
465.;SAKATA INX CORPORATION;JP;2023;1.608.844
466.;ALS LIMITED;AU;2023;1.607.917
467.;SHANDONG WEIFANG RAINBOW CHEMICAL CO.,LTD.;CN;2023;1.604.629
468.;XINJIANG TIANYE CO.,LTD.;CN;2023;1.604.547
469.;JIANGSU YANGNONG CHEMICAL CO.,LTD.;CN;2023;1.603.795
470.;GREAT LAKES CHEMICAL CORP;US;2004;1.603.700
471.;OXITENO S A INDUSTRIA E COMERCIO;BR;2022;1.600.161
472.;ALBERTO-CULVER COMPANY;US;2010;1.597.233
473.;SHAMPOO CEDR SEHAT COMPANY;IR;2011;1.595.944
474.;BAYER;FR;2022;1.592.959
475.;CHINA PETROLEUM & CHEMICAL CORPORATION BALING BRANCH;CN;2018;1.592.913
476.;KRISHAK BHARATI COOPERATIVE LTD.;IN;2021;1.591.492
477.;PTT POLYETHEYLENE CO LTD;TH;2012;1.585.419
478.;TIANJIN BOHAI YONGLI CHEMICAL CO., LTD.;CN;2021;1.583.604
479.;TERRA INDUSTRIES INC;US;2009;1.581.432
480.;SHANDONG HONGYE CHEMICAL INDUSTRIAL (GROUP) CO., LTD;CN;2012;1.580.943
481.;SPA CEVITAL;DZ;2017;1.578.188
482.;SYNTHOS DWORY 7 SP. Z O.O.;PL;2022;1.575.654
483.;RESONAC CORPORATION;JP;2022;1.567.983
484.;DUPONT CANADA INC;CA;2002;1.562.693
485.;JAM POLYPROPYLENE;IR;2021;1.562.473
486.;U K PAINTS (INDIA) PRIVATE LIMITED;IN;2022;1.557.305
487.;DAIREN CHEMICAL CORPORATION;TW;2023;1.553.722
488.;EXXONMOBIL CHEMICAL LIMITED;GB;2022;1.549.531
489.;ISU CHEMICAL CO.,LTD.;KR;2023;1.547.610
490.;HD HYUNDAI COSMO PETROCHEMICAL CO.,LTD;KR;2023;1.541.757
491.;SHAANXI BEIYUAN CHEMICAL INDUSTRY GROUP CO.,LTD.;CN;2023;1.530.452
492.;BUNA SOW LEUNA OLEFINVERBUND GMBH;DE;2002;1.528.765
493.;CNOOC PETROLEUM EUROPE LIMITED;IE;2022;1.524.996
494.;LCY CHEMICAL CORPORATION;TW;2017;1.521.174
495.;H&R GMBH & CO. KGAA;DE;2023;1.513.938
496.;INVISTA TEXTILES (U.K.) LIMITED;GB;2022;1.506.499
497.;SASOL ITALY S.P.A.;IT;2023;1.504.756
498.;FERTIBERIA, SA;ES;2022;1.504.624
499.;CHINA SANJIANG FINE CHEMICALS CO., LTD.;CN;2017;1.502.496
500.;PIDILITE INDUSTRIES LIMITED;IN;2023;1.501.986
501.;NISSAN CHEMICAL CORPORATION;JP;2023;1.498.876
502.;CNOOC DONGFANG PETROCHEMICAL CO., LTD.;CN;2022;1.495.272
503.;UNILEVER (CHINA) LTD.;CN;2022;1.471.777
504.;NOF CORPORATION;JP;2023;1.469.435
505.;HABAS SINAI VE TIBBI GAZLAR ISTIHSAL ENDUSTRISI ANONIM SIRKETI;TR;2016;1.467.697
506.;CNOOC KAISHI PETROCHEMICAL CO., LTD.;CN;2017;1.466.272
507.;GUIIZHOU KAILIN GROUP PUBLIC LIMITED COMPANY;CN;2019;1.466.094
508.;SINO-AGRI LEADING BIOSCIENCES CO.,LTD;CN;2023;1.464.886
509.;KURARAY EUROPE GMBH;DE;2022;1.464.693
510.;C.O.I.M. S.P.A. - CHIMICA ORGANICA INDUSTRIALE MILANESE;IT;2022;1.462.365
511.;ANHUI WANWEI GROUP CO., LTD.;CN;2022;1.458.733
512.;ROYAL GROUP TECHNOLOGIES LIMITED;CA;2005;1.456.722
513.;BASF NEDERLAND B.V.;NL;2023;1.453.472
514.;CHEMIPHOS S A (PTY) LTD;ZA;2009;1.451.084
515.;VIVA GOODS COMPANY LIMITED;KY;2023;1.446.089
516.;THE MARY KAY FAMILY FOUNDATION;US;2022;1.446.000
517.;POLYPLASTICS CO.,LTD.;JP;2022;1.442.892
518.;INTERPLASTIC DISC CORPORATION;US;2022;1.436.000
519.;QINGDAO LIDONG CHEMICAL CO., LTD.;CN;2021;1.435.236
520.;ZHEJIANG PROVINCE LONGSHENG INCORPORATED CORPORATION;CN;2012;1.431.736
521.;TONGLING ZHIRUN TECHNOLOGY DEVELOPMENT CO., LTD.;CN;2017;1.429.861
522.;JIN ZHENGDA ECOLOGICAL ENGINEERING GROUP CO., LTD.;CN;2022;1.428.101
523.;BASELL POLIOLEFINE ITALIA S.R.L.;IT;2022;1.427.302
524.;ANHUI CAIYI NAMI COATING CO., LTD.;CN;2017;1.426.642
525.;ZHEJIANG JIAHUA GROUP CO. LTD;CN;2021;1.421.075
526.;MORGAN ADVANCED MATERIALS PLC;GB;2023;1.420.517
527.;AIR LIQUIDE INDUSTRIE B.V.;NL;2022;1.414.722
528.;STANLEY AGRICULTURE GROUP CO.,LTD.;CN;2023;1.401.052
529.;ZHEJIANG HENGYI HIGH-TECH MATERIAL CO., LTD.;CN;2022;1.399.772
530.;SHANXI ANTAI GROUP CO.,LTD;CN;2023;1.399.588
531.;PARADEEP PHOSPHATES LIMITED;IN;2023;1.396.595
532.;ETERNAL MATERIALS CO., LTD.;TW;2023;1.393.963
533.;CHEMTRADE LOGISTICS INCOME FUND;CA;2023;1.392.945
534.;BURRUP TRAIN 1 PTY LTD;AU;2023;1.392.509
535.;CHINA HAOHUA CHEMICAL GROUP CO., LTD.;CN;2022;1.385.194
536.;OLEON;BE;2022;1.380.693
537.;ROCKWOOD HOLDINGS, INC.;US;2013;1.377.800
538.;BELLUNA CO LTD;JP;2023;1.377.177
539.;NINGBO KEYUAN FINE CHEMICALS CO., LTD.;CN;2022;1.375.710
540.;UNILEVER VIETNAM INTERNATIONAL COMPANY LIMITED;VN;2022;1.374.945
541.;LOTTE FINE CHEMICALS CO.,LTD.;KR;2023;1.371.662
542.;FUHUA TONGDA CHEMICAL INC.;CN;2022;1.363.959
543.;LUBRIZOL FRANCE;FR;2022;1.359.522
544.;INFINEUM ITALIA S.R.L.;IT;2022;1.356.136
545.;JIANGSU JIANGNAN CHEMICAL FIBRE INCORPORATED COMPANY;CN;2010;1.355.232
546.;UNILEVER THAI TRADING CO LTD;TH;2022;1.353.619
547.;BERGER PAINTS INDIA LIMITED;IN;2023;1.350.854
548.;AMERICAS STYRENICS LLC;US;2022;1.350.000
549.;CHINA SANJIANG FINE CHEMICALS COMPANY LIMITED;KY;2022;1.349.745
550.;ZANYU TECHNOLOGY GROUP CO., LTD.;CN;2023;1.347.214
551.;DIAL CORP;US;2003;1.344.858
552.;SINOPEC GREAT WALL ENERGY AND CHEMICL (NINGXIA) CO., LTD.;CN;2022;1.344.759
553.;ENVALIOR;BE;2022;1.344.295
554.;SOLVAY SPECIALTY POLYMERS ITALY S.P.A.;IT;2022;1.343.853
555.;NIPPON STEEL CHEMICAL & MATERIAL CO., LTD.;JP;2022;1.339.804
556.;SHENZHEN ZHENGTAIDA TECHNOLOGY CO., LTD.;CN;2019;1.337.876
557.;HENAN JINDADI CHEMICAL CO., LTD.;CN;2021;1.336.503
558.;WENAN TIAN LAN NEW ENERGY CO., LTD.;CN;2014;1.331.203
559.;TESA SE;DE;2022;1.325.972
560.;JIANGXI BLACK CAT CARBON BLACK INC., LTD.;CN;2023;1.322.943
561.;DCM SHRIRAM LIMITED;IN;2023;1.321.879
562.;ANTONIO PUIG SAU;ES;2019;1.321.290
563.;BOC LIMITED;GB;2022;1.320.480
564.;AIR LIQUIDE INDUSTRIES BELGIUM;BE;2022;1.319.816
565.;INTER PARFUMS INC;US;2023;1.317.675
566.;SINOPEC CHONGQING CHUANWEI CHEMICAL CO., LTD.;CN;2022;1.316.358
567.;N.E. CHEMCAT CORPORATION;JP;2022;1.315.665
568.;TPI POLENE PCL;TH;2023;1.311.227
569.;ETI BAKIR ANONIM SIRKETI;TR;2022;1.309.215
570.;ANWIL S.A.;PL;2022;1.308.330
571.;UNILEVER (CHINA) CO., LTD.;CN;2019;1.305.436
572.;TIANJIN DAGU CHEMICAL CO., LTD.;CN;2022;1.304.609
573.;TAIYUAN BAOZE DAILY CHEMICAL CO., LTD.;CN;2015;1.303.978
574.;JIANGSU XINGYE PLASTIC CO., LTD.;CN;2021;1.296.642
575.;SAUDI CHEMICAL HOLDING COMPANY (SAUDI JOINT STOCK COMPANY);SA;2023;1.294.626
576.;NORTH COPPER CO.,LTD;CN;2023;1.291.802
577.;MERCKLE GMBH;DE;2022;1.287.887
578.;SNF SA;FR;2022;1.286.289
579.;YARA UK LIMITED;GB;2022;1.285.768
580.;JINAN SHENGQUAN GROUP SHARE HOLDING CO.,LTD.;CN;2023;1.282.005
581.;ROEHM GMBH;DE;2022;1.278.450
582.;FILIAL OBSHCHESTVA S OGRANICHENNOI OTVETSTVENNOSTYU YUNILEVER RUS G. OMSK;RU;2016;1.271.001
583.;NIMAG (PTY) LTD;ZA;2011;1.261.428
584.;ITAL BI-OIL S.R.L.;IT;2022;1.257.931
585.;BASELL ORLEN POLYOLEFINS SP. Z O.O.;PL;2022;1.254.458
586.;FUJIAN BILLION POLY FIBER TECHNOLOGY INDUSTRIAL CO., LTD.;CN;2022;1.253.400
587.;HUBEI HARVIN (GROUP) CHEMICAL CO.LTD.;CN;2022;1.252.106
588.;YANBU NATIONAL PETROCHEMICAL COMPANY( SAUDI JOINT STOCK COMPANY);SA;2023;1.250.537
589.;BASF CHEMICALS CO., LTD.;CN;2021;1.249.229
590.;JAPAN POLYETHYLENE CORPORATION;JP;2022;1.247.385
591.;PIERRE FABRE DERMO-COSMETIQUE;FR;2022;1.245.746
592.;ANHUI JIANGNAN CHEMICAL INDUSTRY COMPANY LIMITED;CN;2023;1.242.951
593.;RHODIA BRASIL S.A.;BR;2022;1.242.068
594.;PROYA COSMETICS CO.,LTD.;CN;2023;1.240.123
595.;ZHEJIANG JIAHUA ENERGY CHEMICAL INDUSTRY CO.,LTD.;CN;2023;1.235.120
596.;AXALTA COATING SYSTEMS GERMANY GMBH & CO. KG;DE;2022;1.232.858
597.;NAMHAE CHEMICAL CORP.;KR;2023;1.231.641
598.;BASF PUBLIC LIMITED COMPANY;GB;2022;1.230.578
599.;SHANGHAI PRET COMPOSITES COMPANY LIMITED;CN;2023;1.230.404
600.;SICHUAN HEBANG BIOTECHNOLOGY CO.,LTD.;CN;2023;1.228.421
601.;ELION ENERGY COMPANY LIMITED;CN;2023;1.227.775
602.;CHR HANSEN HOLDING A/S;DK;2022;1.224.900
603.;POLYNT S.P.A.;IT;2022;1.224.782
604.;YIWU HUADING NYLON CO.,LTD.;CN;2023;1.223.695
605.;ALTO INGREDIENTS, INC.;US;2023;1.222.940
606.;THORPE (GROUP) CO., LTD.;CN;2022;1.222.535
607.;AZOT, JOINT STOCK COMPANY;RU;2021;1.219.013
608.;SKC CO.,LTD.;KR;2023;1.218.203
609.;YINGDE GASES GROUP COMPANY LIMITED;KY;2016;1.216.744
610.;HYDRITE CHEMICAL CO;US;2022;1.216.000
611.;XINYANG SCIENCE AND TECHNOLOGY GROUP CO., LTD.;CN;2021;1.214.050
612.;HEZE YUHUANG CHEMICAL CO., LTD.;CN;2014;1.212.000
613.;AMPACET AUSTRALIA PTY LTD;AU;2021;1.202.085
614.;WESTERN SIBERIAN PETROCHEMICAL COMPLEX LIMITED LIABILITY COMPANY;RU;2021;1.201.654
615.;KINGENTA ECOLOGICAL ENGINEERING GROUP COMPANY LIMITED;CN;2023;1.200.776
616.;PUPUK KALIMANTAN TIMUR, PT;ID;2015;1.199.212
617.;SHINKONG SYNTHETIC FIBERS CORPORATION;TW;2023;1.193.192
618.;SHANDONG PROVINCE SHENGSHI CHEMICAL INDUSTRY CO.,LTD;CN;2013;1.192.673
619.;KUREHA CORPORATION;JP;2023;1.189.481
620.;MEI LIN KAI  ZHONG GUO  HUA ZHUANG PIN YOU XIAN GONG SI;CN;2016;1.189.096
621.;INEOS AROMATICS LIMITED;GB;2022;1.188.716
622.;GEON PERFORMANCE SOLUTIONS, LLC;US;2022;1.178.000
623.;RW GRIFFIN FEED SEED & FERTILIZER INC;US;2022;1.178.000
624.;HHANGZHOU BAY CHEMICAL FIBER CO., LTD.;CN;2014;1.177.557
625.;SHANDONG HAIHUA COMPANY LIMITED;CN;2023;1.176.404
626.;EXPLOSIVE CO.,LTD.;CN;2023;1.176.033
627.;KUMHO P&B CHEMICALS INC;KR;2023;1.173.821
628.;GEERMU ZANGGE POTASH HAS CO., LTD.;CN;2022;1.172.905
629.;JAPAN POLYPROPYLENE CORPORATION;JP;2022;1.172.850
630.;HENAN HUANGHE PEARL INDUSTRIAL INVESTMENT CO., LTD. POLYMER MATERIALS TECHNOLOGY BRANCH;CN;2019;1.168.500
631.;ANHUI WANWEI UPDATED HIGH-TECH MATERIAL INDUSTRY COMPANY LIMITED;CN;2023;1.164.887
632.;GRUENENTHAL GMBH;DE;2022;1.159.606
633.;SOCIETA' ITALIANA ACETILENE E DERIVATI S.I.A.D. S.P.A. IN BREVE S.I.A.D. S.P.A.;IT;2022;1.157.445
634.;PTT PHENOL CO LTD;TH;2021;1.153.946
635.;HUBEI TRISUN CHEMICALS CO., LTD.;CN;2022;1.148.292
636.;SINOPEC GROUP NANJING CHEMICAL INDUSTRY CO., LTD.;CN;2021;1.146.528
637.;JIANGSU HUACHANG CHEMICAL CO.,LTD;CN;2023;1.146.152
638.;CHEVRON ORONITE SAS;FR;2022;1.145.320
639.;GUJARAT STATE FERTILIZERS & CHEMICALS LIMITED;IN;2023;1.143.228
640.;ISFAHAN PETROCHEMICAL COMPANY PUBLIC JOINT STOCK;IR;2022;1.140.663
641.;NANTONG XINGCHEN SYNTHETIC MATERIAL CO., LTD.;CN;2021;1.139.462
642.;HS INDUSTRIES CO.,LTD.;KR;2023;1.137.390
643.;MAXAMCORP HOLDING SL;ES;2021;1.134.099
644.;JOINT STOCK COMPANY NEVINNOMYSSKY AZOT;RU;2021;1.133.598
645.;HAOHUA CHEMICAL SCIENCE & TECHNOLOGY CORP., LTD.;CN;2023;1.132.767
646.;FERRO CORP;US;2021;1.126.264
647.;QATAR PETROCHEMICAL COMPANY (QAPCO) Q.S.C;QA;2021;1.125.877
648.;MCBRIDE PLC;GB;2023;1.124.319
649.;TOAGOSEI CO LTD;JP;2023;1.123.043
650.;EARTH CORPORATION;JP;2023;1.115.806
651.;PUCHENG CLEAN ENERGY CHEMICAL CO., LTD.;CN;2022;1.113.949
652.;YARA AB;SE;2022;1.111.783
653.;CALDIC B.V.;NL;2021;1.110.421
654.;CHANEL PARFUMS BEAUTE;FR;2022;1.110.061
655.;KAZAN PUBLIC JOINT STOCK COMPANY ORGANICHESKY SINTEZ;RU;2023;1.110.044
656.;DUSLO, A.S.;SK;2022;1.107.893
657.;FERTILIZANTES HERINGER S.A.;BR;2023;1.103.697
658.;HAYAT KIMYA SANAYI ANONIM SIRKETI;TR;2022;1.103.347
659.;LIER CHEMICAL COMPANY LIMITED;CN;2023;1.099.128
660.;BURCKHARDT COMPRESSION HOLDING AG;CH;2023;1.098.505
661.;NANJING HENGAO GLUE CO.,LTD;CN;2022;1.096.848
662.;SHANDONG LONGKOU DOUBLEDRAGON CHEMICAL INDUSTRYCO.,LTD.;CN;2014;1.094.911
663.;INFINEUM FRANCE;FR;2022;1.093.316
664.;COMPANHIA BRASILEIRA DE ESTIRENO;BR;2022;1.091.116
665.;ADELAIDE BRIGHTON CEMENT LIMITED;AU;2010;1.090.346
666.;REICHHOLD LLC 2;US;2022;1.084.000
667.;GC-M PTA CO LTD;TH;2023;1.083.104
668.;XILONG SCIENTIFIC CO., LTD;CN;2023;1.077.660
669.;KUMIAI CHEMICAL INDUSTRY CO., LTD.;JP;2023;1.077.297
670.;INEOS;BE;2022;1.077.250
671.;CHEVRON ORONITE PTE LTD;SG;2022;1.075.516
672.;CSBP LIMITED;AU;2011;1.073.900
673.;DECCAN FINE CHEMICALS (INDIA) PRIVATE LIMITED;IN;2022;1.073.656
674.;GRUPA AZOTY ZAKLADY AZOTOWE KEDZIERZYN S.A.;PL;2022;1.070.905
675.;ZHEJIANG BALING HENGYI CAPROLACTAM CO., LTD.;CN;2022;1.070.580
676.;BEIJING HAIXIN ENERGY TECHNOLOGY CO.,LTD.;CN;2023;1.069.310
677.;VESTOLIT GMBH;DE;2022;1.069.156
678.;PQ LLC;US;2017;1.069.000
679.;LAT NITROGEN LINZ GMBH;AT;2022;1.066.273
680.;WUYI COUNTY JIALI POWDER COATING FACTORY;CN;2018;1.062.581
681.;JOVAIN AGRICULTURAL AND INDUSTRIAL COMPANY JOINT STOCK;IR;2023;1.056.999
682.;DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LIMITED;IN;2023;1.055.348
683.;SANYO CHEMICAL INDUSTRIES, LTD.;JP;2023;1.054.612
684.;SAES GETTERS SPA;IT;2023;1.053.693
685.;SHANGHAI BASF POLYURETHANE COMPANY LIMITED;CN;2022;1.053.211
686.;NIRMA LIMITED;IN;2022;1.052.937
687.;POLY JIULIAN HOLDING GROUP CO., LTD.;CN;2022;1.049.501
688.;KLUEBER LUBRICATION MUENCHEN GMBH & CO. KG;DE;2022;1.048.467
689.;YONGJIA CHEMICAL CO.,LTD.;CN;2014;1.041.146
690.;DAVIS MINING & MANUFACTURING INC;US;2022;1.038.000
691.;NATIONAL INDUSTRIALIZATION COMPANY(SAUDI JOINT STOCK COMPANY);SA;2023;1.035.937
692.;YIBIN HIEST FIBRE LIMITED CORPORATION;CN;2020;1.032.495
693.;TANGSHAN SANYOU YUANDA FIBER CO., LTD.;CN;2022;1.029.092
694.;XINXIANG CHEMICAL FIBER CO.,LTD.;CN;2023;1.027.230
695.;BLUE MOON GROUP HOLDINGS LIMITED;KY;2022;1.025.247
696.;HEILONGJIANG ANRUIJIA PETROCHEMICAL CO., LTD.;CN;2014;1.023.041
697.;TSRC CORPORATION;TW;2023;1.022.511
698.;PROCTER & GAMBLE HOME PRODUCTS PRIVATE LIMITED;IN;2022;1.021.498
699.;NIPPON SODA CO., LTD.;JP;2023;1.021.018
700.;SHANGHAI COKING & CHEMICAL CORPORATION;CN;2022;1.020.942
701.;NUFARM MATERIALS LIMITED;AU;2003;1.020.889
702.;GHADEER PETROCHEMICAL COMPANY PUBLIC JOINT STOCK;IR;2022;1.018.750
703.;BLUE MOON (CHINA) CO., LTD.;CN;2022;1.017.653
704.;KUKDO CHEMICAL CO.,LTD.;KR;2023;1.017.354
705.;DONGJIN SEMICHEM CO.,LTD.;KR;2023;1.015.918
706.;FUJIAN JINGWEI NEW FIBER SCIENCE AND TECHNOLOGY CO., LTD.;CN;2022;1.015.667
707.;BEAUTE PRESTIGE INTERNATIONAL;FR;2022;1.014.774
708.;ARLA FOODS INGREDIENTS GROUP P/S;DK;2022;1.013.723
709.;UNIPAR CARBOCLORO S.A.;BR;2023;1.011.690
710.;BEFAR GROUP CO.,LTD.;CN;2023;1.009.865
711.;GUANGDONG DOWSTONE TECHNOLOGY CO., LTD.;CN;2023;1.009.211
712.;SHANGHAI CHLOR-ALKALI CHEMICAL CO.,LTD;CN;2023;1.007.274
713.;INFINEUM SINGAPORE LLP;SG;2018;1.005.232
714.;FERTILIZANTES TOCANTINS S.A;BR;2020;999.794
715.;REHAU AUTOMOTIVE SE & CO. KG;DE;2022;997.611
716.;THE MINOR FOOD GROUP PCL;TH;2022;995.022
717.;ALMIRALL S.A;ES;2023;993.160
718.;LIHUAYI WEIYUAN CHEMICAL CO.,LTD.;CN;2023;987.856
719.;DOW CHEMICAL THAILAND LTD;TH;2020;987.688
720.;KANGHUI NEW MATERIAL TECHNOLOGY CO., LTD.;CN;2022;987.495
721.;CELANESE (NANJING) CHEMICAL CO., LTD.;CN;2022;985.288
722.;WUXI BIOLOGICS CO., LTD.;CN;2022;985.083
723.;NANTONG CELLULOSE FIBERS CO., LTD.;CN;2022;983.746
724.;JIANGXI DONGPENG NEW MATERIALS CO., LTD.;CN;2022;983.527
725.;XINJIANG XUEFENG SCI-TECH (GROUP) CO.,LTD;CN;2023;981.085
726.;EVONIK SPECIALTY CHEMICALS (SHANGHAI) CO., LTD.;CN;2022;979.003
727.;BASF CATALYSTS INDIA PRIVATE LIMITED;IN;2022;977.638
728.;GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LIMITED;IN;2023;977.404
729.;KL-KEPONG OLEOMAS SDN. BHD.;MY;2022;975.889
